YYYYMM,issue_amt,issue_share_distress,issue_share_high,issue_share_low,issue_share_mid,issue_share_top,tenor_share_long,tenor_share_main,tenor_share_mid,tenor_share_short,tenor_share_ultra,tenor_share_xlong
202502,20445200000000,0.0,0.1136208009703989,0.0002445561794455,0.0139152466104513,0.8722193962397042,0.133527673977266,0.5610705691311408,0.0896053841488466,0.1974546592843307,0.0154070393050691,0.0029346741533465
202503,18193736000000,0.0,0.1104555985642531,0.0005496397221549,0.0058591594381714,0.8831356022754205,0.2730684890667865,0.4396897921350513,0.1002542853210577,0.1595054473693583,0.0230848683305067,0.0043971177772393
202504,24885400000000,0.0,0.1564129971790688,0.0012055261317881,0.0046010914029913,0.8377803852861517,0.200318258898792,0.5587211778793991,0.0804648508764175,0.1494450561373335,0.0110506562080577,0.0
202505,21771700000000,0.0,0.1341328421758521,0.0002296559294864,0.0041338067307559,0.8615036951639055,0.2347083599351451,0.5313043997482971,0.0472310384581819,0.1686133834289467,0.018142818429429,0.0
202506,21686100000000,0.0,0.1276393634632322,0.000461124868003,0.0071243792106464,0.8647751324581183,0.2359852624492186,0.3472731380930642,0.1527476125259959,0.2038171916573289,0.0343538026662239,0.0258229926081683
202507,24094500000000,0.0,0.1414430679200647,0.0008300649525825,0.0102513021643943,0.8474755649629584,0.1896283384174811,0.5555209695158646,0.092988026313059,0.1487891427504202,0.0105833281454273,0.0024901948577476
202508,22697100000000,0.0,0.1254785853699371,0.0007930528569729,0.0065867445620806,0.8671416172110094,0.1919628498795,0.5358878447026272,0.121909847513559,0.1242449475924237,0.025113340470809,0.000881169841081
202509,25183000000000,0.0,0.1052019219314617,0.0001508954453401,0.0121311996187904,0.8825159830044077,0.4256641385061351,0.3749751816701743,0.083369733550411,0.1030457054362069,0.0069888416789103,0.0059563991581622
202510,21483500000000,0.0,0.1037074964507645,0.0004654735029208,0.0068191868177903,0.8890078432285242,0.163939767728722,0.5735099029487747,0.104522075080876,0.1266087927944701,0.0197826238741359,0.0116368375730211
202511,27510800000000,0.0,0.0719717347369033,0.003271442488041,0.0075243177224944,0.9172325050525612,0.3147854660715065,0.4207365834508629,0.1396905942393532,0.1135190543350248,0.0054524041467351,0.0058158977565174
202512,22066500000000,0.0,0.0745473908413205,0.0081571613078648,0.0065483878277026,0.910747060023112,0.3860603176761153,0.3622006208506106,0.1155597851947522,0.1044569823034917,0.03172229397503,0.0
202601,23736800000000,1.0,0.0,0.0,0.0,0.0,0.1417840652488962,0.1633792255063867,0.6139496478042533,0.0530821340703043,0.0235920595868019,0.0042128677833574
202602,24521800000000,0.9998776598781492,0.0,0.00012234012185076136,0.0,0.0,0.2021874413786916,0.25405149703529106,0.45216909036041397,0.08017355985286562,0.011418411372737728,0.0
