YYYYMM,abcp_denom_prev_balance_total_amt,abcp_bucket_issue_amt_ultra,abcp_rollover_ultra,abcp_bucket_issue_amt_short,abcp_rollover_short,abcp_bucket_issue_amt_main,abcp_rollover_main,abcp_bucket_issue_amt_mid,abcp_rollover_mid,abcp_bucket_issue_amt_long,abcp_rollover_long,abcp_bucket_issue_amt_ultra_long,abcp_rollover_ultra_long
202407,73372600000000.0,878153202641.556,0.011968407861266413,3326924604295.8906,0.04534287464661046,6348003452862.179,0.08651735733587441,8966725682074.31,0.12220809514824758,5279291265528.061,0.0719518085160954,0.0,0.0
202408,76613800000000.0,749109153984.6355,0.009777731348459879,2842628912052.223,0.037103353600163716,4209587452168.029,0.054945550960375664,6583020091869.898,0.0859247301644077,4901863366082.212,0.06398146764789388,0.0,0.0
202409,80548100000000.0,758492652298.6667,0.009416642382609482,3991381431493.089,0.04955276948175176,4868877168097.541,0.060446828269041,8282896217400.658,0.10283167718916596,7696704437461.04,0.09555414016545444,0.0,0.0
202410,86355400000000.0,824681865232.8527,0.009549858668164964,3410842881794.3877,0.03949773704706814,6340034393978.414,0.07341792631356481,8526288029386.37,0.09873485652763313,9529751213844.973,0.11035501212251894,0.0,0.0
202411,92209300000000.0,911702459220.854,0.00988731569614837,2391164592661.846,0.025931924357541443,3544724513762.3564,0.03844215836973447,4692339891260.059,0.05088792444211222,5944761776366.882,0.06447030588418827,0.0,0.0
202412,94042500000000.0,604012099453.3237,0.006422756726515392,2200271006007.396,0.023396560129807224,3802279491539.408,0.040431501624684674,6114162806979.294,0.06501489015050954,6314392983748.576,0.06714403576838744,0.0,0.0
202501,89775400000000.0,978238129032.6929,0.010896505379343259,2941739974846.275,0.0327677735197646,6781186500895.362,0.07553501851170101,7785402448455.99,0.08672088844445126,7990237112844.676,0.08900252310593633,0.0,0.0
202502,95677900000000.0,637399403738.2357,0.0066619292829194175,2118902694401.9412,0.02214620820902153,4514854813436.274,0.0471880634235939,4861967303094.996,0.05081599097696538,5928144561441.551,0.06195939251845568,0.0,0.0
202503,96710600000000.0,507517983588.8873,0.005247801002050316,1767369852296.0757,0.018274830807544114,4668181526404.392,0.04826959533292516,4541234259021.396,0.046956944316562985,3676709946040.246,0.03801765210887169,0.0,0.0
202504,91904900000000.0,243315259695.98557,0.0026474677595643495,3118481482891.085,0.03393161281815316,7706306704322.966,0.08385087959752925,8619403828658.364,0.09378611835341058,6468401688389.597,0.07038146702068765,0.0,0.0
202505,99169600000000.0,770035317700.3043,0.007764832344794214,3501932170803.343,0.03531255718288007,7566910689914.138,0.07630272472525994,6613136598812.739,0.06668511921811461,6144954105726.475,0.061964090867831216,0.0,0.0
202506,108395200000000.0,611709197571.55,0.005643323667206205,2772778178422.688,0.025580267192852526,7617800256972.099,0.07027802206160512,6668243802418.257,0.061517888268283624,4589302652812.0625,0.04233861511221957,14587444190.337378,0.0001345764774670592
202507,106887100000000.0,403718639136.8751,0.003777056718134135,3303994885444.7983,0.03091107238801313,8989628564654.887,0.0841039617002883,9684669404204.639,0.0906065316039507,7584031458721.118,0.07095366474271561,18615401849.673794,0.00017415948088846824
202508,112752200000000.0,586853806327.8912,0.005204810250512995,2961146672203.9785,0.026262429222702336,4803849735708.358,0.042605374757285076,5647432802140.691,0.05008711849649666,5057328078505.357,0.04485347583909988,11678653028.721,0.00010357805017304319
202509,114292300000000.0,550394675273.2703,0.004815675905317071,3834571255469.757,0.03355056513404452,7325404694012.945,0.06409359767904702,10560149522713.213,0.09239598400516232,7139248238022.699,0.06246482254729933,17810017524.105732,0.00015582867370860269
