YYYYMM,cp_denom_prev_balance_total_amt,cp_bucket_issue_amt_ultra,cp_rollover_ultra,cp_bucket_issue_amt_short,cp_rollover_short,cp_bucket_issue_amt_main,cp_rollover_main,cp_bucket_issue_amt_mid,cp_rollover_mid,cp_bucket_issue_amt_long,cp_rollover_long,cp_bucket_issue_amt_ultra_long,cp_rollover_ultra_long
202409,112934400000000.0,344999999999.9988,0.003054870792247524,3252999999999.999,0.028804332426612254,8206000000000.0,0.0726616513657486,2251899999999.9995,0.019939894310325283,5835899999999.999,0.05167513175790547,219999999999.9999,0.0019480335486795866
202410,115391800000000.0,139999999999.99915,0.0012132577878150713,3238000000000.0,0.028060919406751605,12740500000000.0,0.11041079175470007,2445900000000.0,0.021196480165835006,3651999999999.9995,0.03164869600786191,149999999999.9978,0.0012999190583732796
202411,116780400000000.0,139999999999.99954,0.0011988313107336465,3459999999999.9995,0.02962825953670307,11130000000000.0,0.09530708920332522,2414499999999.9976,0.020675558569759972,7718499999999.999,0.06609413908498343,409999999999.9977,0.0035108631242913853
202412,117764500000000.0,323999999999.9991,0.0027512535611325917,2208000000000.0,0.018749283527718454,9101000000000.0,0.07728135388848083,1229799999999.9993,0.01044287539963231,2922399999999.999,0.024815627799549093,69999999999.99976,0.0005944066335780287
202501,113267700000000.0,109999999999.999,0.0009711506457710273,3799999999999.998,0.033548840490272146,12592000000000.0,0.1111702630140808,3347499999999.998,0.029553879879259472,3088999999999.9985,0.027271675861697542,0.0,0.0
202502,118046200000000.0,314999999999.9988,0.0026684467606750474,4036999999999.998,0.03419847483442921,11471200000000.0,0.09717551263827214,1831999999999.9985,0.015519347509703815,2729999999999.999,0.02312653859251716,59999999999.99986,0.0005082755734619145
202503,116340200000000.0,419999999999.99963,0.003610102097125496,2901999999999.999,0.024944086394900464,7999600000000.0,0.06876041127658368,1823999999999.9993,0.01567815767894502,4968136000000.0,0.04270351950572545,79999999999.99863,0.0006876384946905594
202504,111648036000000.0,274999999999.9991,0.0024630975147650522,3718999999999.999,0.03331003511785912,13903999999999.998,0.12453421034652144,2002400000000.0,0.017934932594783844,4984999999999.999,0.044649240404013905,0.0,0.0
202505,114911636000000.0,394999999999.9994,0.0034374238654125452,3670999999999.9985,0.03194628610108726,11567400000000.0,0.10066343498929908,1028299999999.9988,0.008948615090642332,5109999999999.999,0.044468951777868686,0.0,0.0
202506,114535136000000.0,744999999999.998,0.006504554200730142,4420000000000.0,0.03859077794258698,7531000000000.0,0.06575274857140782,3312499999999.9995,0.02892125609385053,5117600000000.0,0.044681485339136455,559999999999.9985,0.0048893293320924555
202507,109077136000000.0,254999999999.99808,0.0023377951544308797,3585000000000.0,0.03286664952405791,13385000000000.0,0.12271132604728456,2240500000000.0,0.020540509974519318,4568999999999.999,0.041887788472920656,59999999999.99955,0.0005500694481013835
202508,110525636000000.0,569999999999.999,0.005157174576222289,2820000000000.0,0.025514442640257685,12163100000000.0,0.11004777208429725,2767000000000.0,0.025034915881415962,4356999999999.999,0.03942071864666763,19999999999.999565,0.00018095349390253286
202509,111948836000000.0,175999999999.9981,0.001572146761758185,2594999999999.9985,0.023180232083878018,9443000000000.0,0.08435103335956079,2099500000000.0,0.018754102990405367,10719500000000.0,0.09575356370833547,149999999999.9987,0.0013398978083166374
202510,114723536000000.0,424999999999.99866,0.003704558060344293,2719999999999.9985,0.023709171586203538,12321000000000.0,0.10739731732118159,2245499999999.9995,0.019573141469419138,3521999999999.9995,0.030699890561253267,249999999999.9988,0.0021791518002025217
202511,114070036000000.0,150000000000.0,0.0013149816135764171,3123000000000.0,0.027377917194661008,11574800000000.0,0.10147099453882875,3842999999999.998,0.03368982893982779,8660000000000.001,0.07591827182381183,159999999999.9989,0.0014026470544815021
202512,116336436000000.0,699999999999.9995,0.006017031499916324,2304999999999.9995,0.019813225153295907,7992499999999.999,0.06870160609011608,2549999999999.9995,0.021919186178266624,8518999999999.999,0.07322727335398171,0.0,0.0
202601,114155800000000.0,559999999999.9994,0.004905576413988596,1259999999999.999,0.011037546931474344,3878100000000.0,0.03397199266265928,14573200000000.0,0.12766061820774766,3365499999999.999,0.029481638252283275,99999999999.99794,0.0008759957882122322
202602,1216227.0,279999999999.9993,230220.18093661737,1965999999999.9998,1616474.5561478243,6229799999999.999,5122234.582853365,11087999999999.998,9116719.165090067,4958000000000.0,4076541.63244197,0.0,0.0
