YYYYMM,issue_share_distress,issue_share_high,issue_share_low,issue_share_mid,issue_share_top,issue_detail_a1,issue_detail_a2,issue_detail_a2+,issue_detail_a2-,issue_detail_a3,issue_detail_a3+,issue_detail_a3-,issue_detail_b,issue_detail_b+,issue_detail_b-,issue_detail_c,issue_detail_d
202208,0.0,0.1720575557475365,0.0011255872794501,0.0324281695209585,0.7943886874520547,0.7943886874520547,0.0654509023826046,0.0974246751328173,0.0091819782321145,0.0168922510963479,0.0145144479685095,0.001021470456101,0.0011255872794501,0.0,0.0,0.0,0.0
202209,0.0,0.1431736290835185,0.0015328984074098,0.0377127072631879,0.8175807652458836,0.8175807652458836,0.0461183026759994,0.0708130935405248,0.0262422328669942,0.0160579624278446,0.020884889190733,0.0007698556446102,0.0015328984074098,0.0,0.0,0.0,0.0
202210,0.0,0.1590147550654601,0.0013175025375099,0.0394125621344928,0.800255180262537,0.800255180262537,0.0506334372582958,0.1021386060591831,0.0062427117479811,0.0207751639799094,0.0158789906380335,0.0027584075165498,0.0013175025375099,0.0,0.0,0.0,0.0
202211,0.0,0.1490996114522745,0.0007293235589629,0.0254130962486139,0.8247579687401486,0.8247579687401486,0.0662897501866429,0.0743743517914159,0.0084355094742155,0.0106867547977725,0.0145265267771529,0.0001998146736884,0.0007293235589629,0.0,0.0,0.0,0.0
202212,0.0,0.1557776810056511,0.0,0.0148057414427131,0.8294165775516358,0.8294165775516358,0.0374414772939278,0.1101138947330137,0.0082223089787095,0.0079784078252611,0.0064238643074982,0.0004034693099537,0.0,0.0,0.0,0.0,0.0
202301,0.0,0.220508033442825,0.0009831870899563,0.0296519323727056,0.7488568470945131,0.7488568470945131,0.0474617299113076,0.1663513653119878,0.0066949382195294,0.0140581607286926,0.0132595864664187,0.0023341851775942,0.0009831870899563,0.0,0.0,0.0,0.0
202302,0.0,0.103296333506906,0.0010773273084347,0.0358414013666803,0.8597849378179789,0.8597849378179789,0.0305449681618571,0.0706259263840014,0.0021254389610474,0.0149949353506199,0.0201160746205114,0.0007303913955489,0.0010773273084347,0.0,0.0,0.0,0.0
202303,0.0,0.187151349550198,0.0011659381903614,0.0164509883233177,0.7952317239361228,0.7952317239361228,0.0306757611442852,0.1445581745738147,0.011917413832098,0.0041552438933753,0.0122957444299424,0.0,0.0011659381903614,0.0,0.0,0.0,0.0
202304,0.0,0.1422869914412706,0.0012257001165621,0.0212336202526174,0.8352536881895497,0.8352536881895497,0.0446379145549959,0.0902540195163496,0.007395057369925,0.0028272816022033,0.0150560916651441,0.0033502469852699,0.0012257001165621,0.0,0.0,0.0,0.0
202305,0.0,0.1312867912773662,0.0010483823603622,0.0248512049308137,0.8428136214314577,0.8428136214314577,0.0412345905909029,0.0739280799840918,0.0161241207023715,0.0048225588576663,0.018316288217889,0.0017123578552583,0.0010483823603622,0.0,0.0,0.0,0.0
