YYYYMM,issue_share_distress,issue_share_high,issue_share_low,issue_share_mid,issue_share_top,issue_detail_a1,issue_detail_a2,issue_detail_a2+,issue_detail_a2-,issue_detail_a3,issue_detail_a3+,issue_detail_a3-,issue_detail_b+,issue_detail_c,issue_detail_d
202408,0.0,0.0293297550310665,0.0,0.0014433437629419,0.9692269012059914,0.9692269012059914,0.0130514086502048,0.0126221010643142,0.0036562453165474,0.0007927199967402,0.0006506237662017,0.0,0.0,0.0,0.0
202409,0.0,0.0541520460468157,0.0,0.0010922576316687,0.9447556963215156,0.9447556963215156,0.0113101873063203,0.0415618826304299,0.0012799761100654,0.0010922576316687,0.0,0.0,0.0,0.0,0.0
202410,0.0,0.0391717966074266,0.0,0.0010384113552014,0.9597897920373718,0.9597897920373718,0.0271605538189516,0.0077395431223507,0.0042716996661243,0.0010384113552014,0.0,0.0,0.0,0.0,0.0
202411,0.0,0.043260191684612,0.0,0.0004669698650307,0.9562728384503572,0.9562728384503572,0.0318909401367412,0.0016656981655463,0.0097035533823244,0.0004669698650307,0.0,0.0,0.0,0.0,0.0
202412,0.0,0.0394608926321419,0.0,0.0011893659272843,0.9593497414405736,0.9593497414405736,0.020443150066586,0.016549498074135,0.0024682444914208,7.680952337156591e-06,0.0011816849749471,0.0,0.0,0.0,0.0
202501,0.0,0.0285591216276586,0.0,0.0038365073544628,0.9676043710178786,0.9676043710178786,0.0231051702318308,0.003609294475849,0.0018446569199788,0.0038365073544628,0.0,0.0,0.0,0.0,0.0
202502,0.0,0.0485273400045008,0.0,0.0020332886534959,0.9494393713420032,0.9494393713420032,0.0323193792570607,0.0078515452489952,0.0083564154984448,0.0020332886534959,0.0,0.0,0.0,0.0,0.0
202503,0.0,0.073312306419582,0.0,9.964639606526752e-06,0.9266777289408116,0.9266777289408116,0.0492492347912978,0.0236752171943686,0.0003878544339155,9.964639606526752e-06,0.0,0.0,0.0,0.0,0.0
202504,0.0,0.0238466513271124,0.0,0.0004440589973822,0.9757092896755052,0.9757092896755052,0.0158214377949031,0.0038066530570784,0.0042185604751309,0.0004440589973822,0.0,0.0,0.0,0.0,0.0
202505,0.0,0.0362651927601754,0.0,0.0015673503134947,0.9621674569263298,0.9621674569263298,0.0211172203789624,0.0006931460780665,0.0144548263031464,0.0015673503134947,0.0,0.0,0.0,0.0,0.0
202506,0.0,0.0531774529087731,0.0,0.0053637823919039,0.9414587646993228,0.9414587646993228,0.0348797571473901,0.0146637244858515,0.0036339712755313,0.0053637823919039,0.0,0.0,0.0,0.0,0.0
202507,0.0,0.0297678414907181,0.0,0.0020320318609943,0.9682001266482876,0.9682001266482876,0.022500233993508,0.0056900854256299,0.0015775220715801,0.0020320318609943,0.0,0.0,0.0,0.0,0.0
202508,0.0,0.0332070787566347,0.0,0.000553922054951,0.9662389991884144,0.9662389991884144,0.0264895398555778,0.0012285003990992,0.0054890385019575,0.000553922054951,0.0,0.0,0.0,0.0,0.0
202509,0.0,0.0404822640750455,0.0,0.0009613431187766,0.9585563928061778,0.9585563928061778,0.0283232615536784,0.008011532473764,0.004147470047603,0.0008593979312075,0.0001019451875691,0.0,0.0,0.0,0.0
202510,0.0,0.011970712423635,0.0,0.0016639353135028,0.986365352262862,0.986365352262862,0.0078248535920435,0.0040135089886036,0.0001323498429877,0.0016639353135028,0.0,0.0,0.0,0.0,0.0
202511,0.0,0.0522092701485701,0.0,0.0026011513854685,0.9451895784659612,0.9451895784659612,0.0460817378298219,0.0024658915134241,0.003661640805324,0.0015606908312811,0.0,0.0010404605541874,0.0,0.0,0.0
202512,0.0,0.0136190674918026,0.0,0.0010316593426222,0.9853492731655752,0.9853492731655752,0.0066047769298083,0.0070124073471305,1.883214863731355e-06,0.0010316593426222,0.0,0.0,0.0,0.0,0.0
