YYYYMM,issue_share_distress,issue_share_high,issue_share_low,issue_share_mid,issue_share_top,issue_detail_a1,issue_detail_a2,issue_detail_a2+,issue_detail_a2-,issue_detail_a3,issue_detail_a3+,issue_detail_a3-,issue_detail_b,issue_detail_b+,issue_detail_b-,issue_detail_c,issue_detail_other
202404,0.0,0.114483668756186,0.0,0.0105575717584955,0.8749587594853184,0.8749587594853184,0.0444636195213562,0.0487018754917138,0.021318173743116,0.0080196939319341,0.0023348476004365,0.0002030302261249,0.0,0.0,0.0,0.0,0.0
202405,0.0,0.1252547160294562,0.0005043881771411,0.0141077373146373,0.8601331584787653,0.8601331584787653,0.0545243619489559,0.0470745485725814,0.0236558055079188,0.0059265610814082,0.008181176233229,0.0,0.0,0.0,0.0,0.0,0.0005043881771411
202406,0.0,0.1305366889436361,0.0007077815132913,0.0198750493405381,0.8488804802025344,0.8488804802025344,0.0487824796853094,0.0628836652193442,0.0188705440389824,0.0079761532074752,0.0118988961330629,0.0,0.0001633341953749,0.0,0.0,0.0,0.0005444473179164
202407,0.0,0.1145011600928074,9.280742459396752e-05,0.022645011600928,0.8627610208816705,0.8627610208816705,0.0541299303944315,0.051368909512761,0.0090023201856148,0.0115777262180974,0.0104640371229698,0.0006032482598607,9.280742459396752e-05,0.0,0.0,0.0,0.0
202408,0.0,0.1054632201305921,0.000979686206508,0.0118395078056498,0.8817175858572499,0.8817175858572499,0.0434490832586322,0.0455554086026245,0.0164587282693353,0.0097821667719829,0.0018124194820399,0.000244921551627,0.000489843103254,0.0,0.0,0.0,0.000489843103254
202409,0.0,0.1415586869400053,0.0007458308057956,0.0148370608299605,0.8428584214242385,0.8428584214242385,0.0570311956165037,0.0686661561869151,0.0158613351365864,0.0090941636253343,0.0057428972046261,0.0,0.0002486102685985,0.0,0.0,0.0,0.000497220537197
202410,0.0,0.109189847134214,0.0,0.0059696416425017,0.8848405112232843,0.8848405112232843,0.0477481831525435,0.0533866752586546,0.0080549887230157,0.0044481437725987,0.0012977481831525,0.0002237496867504,0.0,0.0,0.0,0.0,0.0
202411,0.0,0.0847940489850829,0.0007122225299726,0.0069243857080678,0.9075693427768764,0.9075693427768764,0.0451865627349345,0.0257191469156807,0.0138883393344676,0.0034028409765362,0.0035215447315316,0.0,0.0003165433466545,0.0,0.0,0.0,0.0003956791833181
202412,0.0,0.1288718350036604,0.0007825713780829,0.0097064095120288,0.8606391841062278,0.8606391841062278,0.0598288440663418,0.0453765178098099,0.0236664731275086,0.0008709262110923,0.0071314972357559,0.0017039860651806,0.000151465428016,0.0,0.0,0.0,0.0006311059500668
202501,0.0,0.1099373868272356,0.0005235944760782,0.0186966860832951,0.870842332613391,0.870842332613391,0.0365905273032702,0.0676745860331173,0.005672273490848,0.0035997120230381,0.0150969740602569,0.0,0.0005235944760782,0.0,0.0,0.0,0.0
202502,0.0,0.1136208009703989,0.0002445561794455,0.0139152466104513,0.8722193962397042,0.8722193962397042,0.0378083853422808,0.0596717077847123,0.0161407078434057,0.003839532017295,0.0084616438088157,0.0016140707843405,0.0002445561794455,0.0,0.0,0.0,0.0
202503,0.0,0.1105163427361681,0.0,0.005862381635985,0.8836212756278468,0.8836212756278468,0.0411136633307918,0.0505946632749177,0.0188080161304585,0.0016828224958831,0.0041795591401019,0.0,0.0,0.0,0.0,0.0,0.0
202504,0.0,0.1566017847228369,0.0,0.0046066448337182,0.8387915704434449,0.8387915704434449,0.0565269518897302,0.0702463046259565,0.0298285282071501,0.0022329151814092,0.0023737296523089,0.0,0.0,0.0,0.0,0.0,0.0
202505,0.0,0.1341328421758521,0.0002296559294864,0.0041338067307559,0.8615036951639055,0.8615036951639055,0.0546581112177735,0.0625123440062098,0.0169623869518687,0.0020209721794807,0.0018831786217888,0.0002296559294864,0.0002296559294864,0.0,0.0,0.0,0.0
202506,0.0,0.1276393634632322,0.000461124868003,0.0071243792106464,0.8647751324581183,0.8647751324581183,0.0583322958023803,0.0420545879618741,0.0272524796989776,0.0036428864572237,0.0032509303194211,0.0002305624340015,0.0,0.000461124868003,0.0,0.0,0.0
202507,0.0,0.1415605723898731,0.0,0.0102598184801345,0.8481796091299924,0.8481796091299924,0.0323994267793723,0.0902199422625599,0.0189412033479407,0.0030322540447361,0.0067914183056761,0.0004361461297223,0.0,0.0,0.0,0.0,0.0
202508,0.0,0.1254785853699371,0.0007930528569729,0.0065867445620806,0.8671416172110094,0.8671416172110094,0.0385952390393486,0.0689515400645897,0.0179318062659987,0.0028638019835133,0.0030620651977565,0.0006608773808107,0.0,0.0007930528569729,0.0,0.0,0.0
202509,0.0,0.1052019219314617,0.0001508954453401,0.0121311996187904,0.8825159830044077,0.8825159830044077,0.0227137354564587,0.0728666163681848,0.009621570106818,0.0025016876464281,0.0092919826867331,0.0003375292856291,0.0,0.0001508954453401,0.0,0.0,0.0
202510,0.0,0.1037074964507645,0.0004654735029208,0.0068191868177903,0.8890078432285242,0.8890078432285242,0.0317918402494937,0.0658645006632997,0.006051155537971,0.0025601042660646,0.0024437358903344,0.0018153466613913,0.0,0.0004654735029208,0.0,0.0,0.0
202511,0.0,0.0719717347369033,0.003271442488041,0.0075243177224944,0.9172325050525612,0.9172325050525612,0.0240996263285691,0.0385666719979062,0.0093054364104279,0.0022173110196722,0.0053070067028221,0.0,0.0,0.0,0.0,0.0,0.003271442488041
202512,0.0,0.0746150182568661,0.0072573877939809,0.006554328351439,0.911573265597714,0.911573265597714,0.0297099312816093,0.0301635180187331,0.0147415689565237,0.0019050642959199,0.0019277436327761,0.0027215204227428,0.0,0.0002267933685619,0.0,0.0,0.007030594425419
202601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
